"","name","pvalue","estimate","expression","BH"
"1","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.00150837464475521,2.08533583985157,"UP",0.00655815062937048
"2","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.0317704659295359,0.41574213378579,"Down",0.0882512942487108
"3","HALLMARK_HYPOXIA",9.92454237268974e-07,2.9363894038387,"UP",8.10187910189569e-06
"4","HALLMARK_HYPOXIA",0.768408104818154,0.851797966885064,"Down",0.937083054656285
"5","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.809551949819572,1.06714371986815,"UP",0.940777457224463
"6","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.809551949819572,1.06714371986815,"Down",0.940777457224463
"7","HALLMARK_MITOTIC_SPINDLE",0.363876706127532,1.2751639347129,"UP",0.596519190373003
"8","HALLMARK_MITOTIC_SPINDLE",0.288937544286122,0.643025452444487,"Down",0.501853568441822
"9","HALLMARK_WNT_BETA_CATENIN_SIGNALING",1,0.88480942256584,"UP",1
"10","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.487412690849625,1.37970635302944,"Down",0.680135020489675
"11","HALLMARK_TGF_BETA_SIGNALING",0.00370621840310163,3.08400196581811,"UP",0.013554364645052
"12","HALLMARK_TGF_BETA_SIGNALING",0.17966309560702,0.24818016439015,"Down",0.352280579621608
"13","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.0175282053821267,2.36168589328452,"UP",0.0531157738852324
"14","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.0620280846572572,0.180222744796346,"Down",0.155070211643143
"15","HALLMARK_DNA_REPAIR",0.0905660651078716,0.30498626494865,"UP",0.205831966154254
"16","HALLMARK_DNA_REPAIR",0.832976476210609,0.795508858645252,"Down",0.946564177512056
"17","HALLMARK_G2M_CHECKPOINT",0.0037892012916006,0.279929171427582,"UP",0.013554364645052
"18","HALLMARK_G2M_CHECKPOINT",0.568456618000964,1.13633426464046,"Down",0.757942157334619
"19","HALLMARK_APOPTOSIS",0.0049623107794882,2.09974875608581,"UP",0.0171114164809938
"20","HALLMARK_APOPTOSIS",0.518509751067964,0.750627770140689,"Down",0.710287330230088
"21","HALLMARK_NOTCH_SIGNALING",0.0125972468269376,3.59938634815136,"UP",0.03936639633418
"22","HALLMARK_NOTCH_SIGNALING",1,0.995658307625397,"Down",1
"23","HALLMARK_ADIPOGENESIS",0.00379522210061457,2.09648782658705,"UP",0.013554364645052
"24","HALLMARK_ADIPOGENESIS",0.0101261524661629,1.97813929073515,"Down",0.0326650079553642
"25","HALLMARK_ESTROGEN_RESPONSE_EARLY",0.884682115173377,1.00871057451713,"UP",0.962274076216251
"26","HALLMARK_ESTROGEN_RESPONSE_EARLY",3.04599593443902e-05,2.55565759847942,"Down",0.000190374745902439
"27","HALLMARK_ESTROGEN_RESPONSE_LATE",0.467312279601612,0.758597303713064,"UP",0.670227554245121
"28","HALLMARK_ESTROGEN_RESPONSE_LATE",1.30861455602027e-06,2.89253133768041,"Down",9.34724682871622e-06
"29","HALLMARK_ANDROGEN_RESPONSE",0.297370738339579,1.45718837303709,"UP",0.504018200575558
"30","HALLMARK_ANDROGEN_RESPONSE",0.0637092566499154,1.8344157235782,"Down",0.155388430853452
"31","HALLMARK_MYOGENESIS",2.24617072542621e-16,5.78860972032416,"UP",1.1230853627131e-14
"32","HALLMARK_MYOGENESIS",1,0.955396168807777,"Down",1
"33","HALLMARK_PROTEIN_SECRETION",0.653666442599505,1.13872447591661,"UP",0.838033900768596
"34","HALLMARK_PROTEIN_SECRETION",0.251299459471733,1.57144031615548,"Down",0.472738345341261
"35","HALLMARK_INTERFERON_ALPHA_RESPONSE",1,1.00974865866799,"UP",1
"36","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.0295913909148347,0.156377846448525,"Down",0.0868835379557611
"37","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.000926292308590424,2.19411222469705,"UP",0.0044109157551925
"38","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.000330227598376169,0.146726257491133,"Down",0.00173803999145352
"39","HALLMARK_APICAL_JUNCTION",8.674038409926e-11,4.21148258029735,"UP",1.7348076819852e-09
"40","HALLMARK_APICAL_JUNCTION",0.0780762549758426,0.43646685094387,"Down",0.181572685990332
"41","HALLMARK_APICAL_SURFACE",0.0459356241784356,2.85346389705304,"UP",0.120883221522199
"42","HALLMARK_APICAL_SURFACE",1,0.995658307625397,"Down",1
"43","HALLMARK_HEDGEHOG_SIGNALING",0.039524397764686,2.9965828301772,"UP",0.106822696661313
"44","HALLMARK_HEDGEHOG_SIGNALING",0.717982424839781,0.497377793570935,"Down",0.90138342781228
"45","HALLMARK_COMPLEMENT",9.80815748109909e-09,3.55848527606695,"UP",1.40116535444273e-07
"46","HALLMARK_COMPLEMENT",0.355157581371705,0.665791400359999,"Down",0.591929302286175
"47","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.371026572899206,0.541760837510645,"UP",0.598429956289042
"48","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.172719818634526,0.355386103224078,"Down",0.345439637269052
"49","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.818476387785283,0.745727949597989,"UP",0.940777457224463
"50","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.818476387785283,0.745727949597989,"Down",0.940777457224463
"51","HALLMARK_MTORC1_SIGNALING",0.291075069696257,0.634344056265919,"UP",0.501853568441822
"52","HALLMARK_MTORC1_SIGNALING",0.548728720784946,1.16389046253375,"Down",0.741525298358035
"53","HALLMARK_E2F_TARGETS",1.77045577939857e-06,0,"UP",1.18030385293238e-05
"54","HALLMARK_E2F_TARGETS",0.885292150118951,0.894839690610034,"Down",0.962274076216251
"55","HALLMARK_MYC_TARGETS_V1",0.000104011414024485,0,"UP",0.000611831847202853
"56","HALLMARK_MYC_TARGETS_V1",0.73516942599047,0.837152933295678,"Down",0.907616575296876
"57","HALLMARK_MYC_TARGETS_V2",0.0741705305195514,0,"UP",0.176596501237027
"58","HALLMARK_MYC_TARGETS_V2",0.255278706484281,1.61759664734554,"Down",0.472738345341261
"59","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1.06696621647604e-73,18.280729042217,"UP",1.06696621647604e-71
"60","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",3.46389120349385e-07,0,"Down",3.14899200317623e-06
"61","HALLMARK_INFLAMMATORY_RESPONSE",1.10676537904768e-07,3.22731414998446,"UP",1.10676537904768e-06
"62","HALLMARK_INFLAMMATORY_RESPONSE",0.451463310110854,0.719152736446159,"Down",0.663916632515962
"63","HALLMARK_XENOBIOTIC_METABOLISM",1,0.973248060332924,"UP",1
"64","HALLMARK_XENOBIOTIC_METABOLISM",0.00251280215321129,2.14486016800677,"Down",0.0100512086128452
"65","HALLMARK_FATTY_ACID_METABOLISM",0.110961542370398,0.428291467718718,"UP",0.241220744283474
"66","HALLMARK_FATTY_ACID_METABOLISM",3.30076942331722e-08,3.92612182188678,"Down",3.66752158146358e-07
"67","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.00146526940018926,0.101228494647183,"UP",0.00655815062937048
"68","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.00248521107502152,2.31773692516071,"Down",0.0100512086128452
"69","HALLMARK_GLYCOLYSIS",0.87595970967961,0.870825982741161,"UP",0.962274076216251
"70","HALLMARK_GLYCOLYSIS",0.000454494461809764,2.3638312202031,"Down",0.00227247230904882
"71","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.448872237614813,1.56003251463702,"UP",0.663916632515962
"72","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.448872237614813,1.56003251463702,"Down",0.663916632515962
"73","HALLMARK_P53_PATHWAY",0.65132115218166,0.810895028043304,"UP",0.838033900768596
"74","HALLMARK_P53_PATHWAY",0.133602036991154,0.55449297816479,"Down",0.284259653172668
"75","HALLMARK_UV_RESPONSE_UP",0.721106742249824,0.802809600099458,"UP",0.90138342781228
"76","HALLMARK_UV_RESPONSE_UP",0.280837935022858,0.561434212011444,"Down",0.501853568441822
"77","HALLMARK_UV_RESPONSE_DN",8.18176661367182e-13,5.00504092572657,"UP",2.72725553789061e-11
"78","HALLMARK_UV_RESPONSE_DN",0.407282423131914,0.689017845727125,"Down",0.636378786143616
"79","HALLMARK_ANGIOGENESIS",1.87248734919257e-08,9.961482491815,"UP",2.34060918649071e-07
"80","HALLMARK_ANGIOGENESIS",0.169226515246613,0,"Down",0.345439637269052
"81","HALLMARK_HEME_METABOLISM",0.381771164125102,1.27904149555916,"UP",0.605985974801749
"82","HALLMARK_HEME_METABOLISM",0.286263091659195,1.41052069787797,"Down",0.501853568441822
"83","HALLMARK_COAGULATION",2.89656002828969e-12,6.02458991053875,"UP",7.24140007072422e-11
